id	pj_no	keiyaku_pr	tc_mseki	tt_mseki	levelplan	fukuin	road_st	magutchi	setsudo_hi	setsudo_kj	jigata	hiatari	niwasaki	garage	kobetsu1	kobetsu2	kobetsu3	kobetsu4
train_3437	1469	26800000	166.23	108.47	2F/4DK	6.0	問題なし	8.3	南	普通	間口狭・奥行長	良い	12.0	2				
train_3438	1470	18500000	129.73	0.0		6.0	問題なし	2.7	北西	普通	敷地延長	良い	0.0	0				
train_3439	1470	16800000	128.3	0.0		6.0	問題なし	2.7	北西	普通	敷地延長	良い	0.0	0				
train_3440	1470	25800000	122.1	102.26	2F/4LDK	6.0	問題なし	13.0	北西	普通	整形地	普通	1.0	2				
train_3441	1471	41980000	145.05	108.47	2F/4LDK	6.0	問題なし	3.8	東	普通	敷地延長	普通	3.0	2				
train_3442	1472	26000000	105.02	102.0	2F/4LDK	4.0	問題なし	5.0	東	普通	整形地	普通	3.0	3	車進入困難			
train_3443	1472	25800000	105.0	100.0	2F/4LDK	4.0	問題なし	5.0	東	普通	整形地	良い	3.0	3	車進入困難			
train_3444	1472	26300000	105.02	101.0	2F/4LDK	4.0	問題なし	5.0	東	普通	整形地	普通	3.0	3	車進入困難			
train_3445	1472	25800000	105.01	100.0	2F/4LDK	4.0	問題なし	5.0	東	普通	整形地	普通	3.0	3	車進入困難			
train_3446	1472	26300000	105.02	102.0	2F/4LDK	4.0	問題なし	5.0	東	普通	整形地	普通	3.0	3	車進入困難			
train_3447	1472	26800000	105.03	102.0	2F/4LDK	4.0	問題なし	5.0	東	普通	整形地	普通	3.0	3	車進入困難			
train_3448	1472	26800000	105.02	99.0	2F/4LDK	4.0	問題なし	5.0	東	普通	整形地	普通	3.0	3	車進入困難			
train_3449	1473	16000000	123.89	98.54	2F/4LDK	4.3	問題なし	12.4	北	普通	整形地	悪い	2.0	2				
train_3450	1474	21900000	163.8	106.4	2F/4LDK	4.0	問題なし	2.4	東	悪い	敷地延長	普通	4.0	2				
train_3451	1475	29800000	112.48	94.81	2F/4LDK	4.0	問題なし	10.0	西	良い	整形地	良い	2.8	2				
train_3452	1476	25800000	80.95	93.0	2F/3LDK	5.0	問題なし	5.7	東＋西	良い	間口狭・奥行長	普通	5.0	1	二方路			
train_3453	1477	29900000	100.03	89.84	2F/4LDK+S	18.5	問題なし	6.5	北	良い	整形地	良い	5.0	1				
train_3454	1477	33900000	123.73	93.57	2F/4LDK+S	8.7	問題なし	2.5	西	普通	敷地延長	良い	9.5	2				
train_3455	1477	33000000	106.2	93.98	2F/4LDK+S	8.7	問題なし	8.7	西	良い	整形地	良い	7.0	2				
train_3456	1477	31900000	135.85	93.57	2F/4LDK+S	18.5	問題なし	2.5	北	普通	敷地延長	良い	14.0	3				
train_3457	1477	28900000	101.2	93.77	2F/4LDK+S	18.5	問題なし	7.0	北	良い	整形地	良い	5.0	1				
train_3458	1477	34100000	100.02	96.05	2F/4LDK+S	18.5	問題なし	19.6	北	良い	整形地	良い	9.5	2				
train_3459	1478	16800000	152.0	96.0	2F/4LDK	5.0	問題なし	7.9	南東＋北東	良い	整形地	良い	2.0	2				
train_3460	1479	23800000	220.37	103.91	2F/4LDK	3.7	問題なし	4.2	北	悪い	敷地延長	良い	5.0	2			車進入困難	行き止まり途中
train_3461	1480	33500000	133.91	108.13	2F/4LDK	4.5	問題なし	6.7	南西	良い	整形地	良い	8.69	2				
train_3462	1480	34000000	133.79	108.13	2F/4LDK	4.5	問題なし	6.7	南西	良い	整形地	良い	8.72	2				
train_3463	1480	36900000	133.51	107.73	2F/4LDK	4.5	問題なし	4.2	南西	良い	整形地	良い	8.67	2				
train_3464	1481	42500000	100.17	96.05	2F/4LDK	6.0	問題なし	7.3	北東	普通	整形地	普通	1.5	1				
train_3465	1481	35800000	100.17	0.0		7.0	問題なし	10.0	南西	良い	整形地	良い	0.0	0	角地			
train_3466	1481	46000000	100.17	98.95	2F/4LDK	6.0	問題なし	7.5	南	良い	整形地	良い	2.3	1				
train_3467	1481	42300000	100.17	96.05	2F/4LDK	7.0	問題なし	10.2	北西	良い	整形地	普通	1.8	1	角地	ごみ置き場前		
train_3468	1481	33500000	100.16	0.0		6.0	問題なし	3.0	西	悪い	敷地延長	普通	0.0	0				
train_3469	1481	40300000	100.16	93.77	2F/4LDK	6.0	問題なし	3.0	西	悪い	敷地延長	普通	1.7	1				
train_3470	1482	24800000	163.26	118.0	2F/4LDK	4.5	問題なし	9.7	南西	良い	整形地	良い	6.0	2				
train_3471	1482	24500000	163.24	113.43	2F/4LDK	4.0	問題なし	9.3	北東	良い	整形地	普通	4.0	2				
train_3472	1482	20500000	162.01	114.47	2F/4LDK	4.0	問題なし	11.2	北西	良い	整形地	普通	2.0	2	角地		ごみ置き場前	
train_3473	1482	20800000	162.02	114.27	2F/4LDK	4.0	問題なし	12.4	北西	良い	整形地	普通	3.0	2				
train_3474	1483	20800000	100.48	80.31	2F/3LDK	4.0	問題なし	10.5	西	普通	整形地	普通	3.0	2				
train_3475	1484	19300000	134.26	100.29	2F/4LDK	3.8	問題なし	7.6	東	良い	整形地	良い	7.5	2				
train_3476	1485	26300000	165.82	105.99									0.0	0				
train_3477	1485	24800000	158.49	106.81									0.0	0				
train_3478	1485	31800000	165.15	105.98									0.0	0				
train_3479	1485	27500000	165.04	105.58									0.0	0				
train_3480	1485	30800000	165.02	105.98									0.0	0				
train_3481	1486	39480000	178.49	108.88	2F/4LDK	4.0	問題なし	13.7	東	普通	整形地	良い	6.7	2				
train_3482	1487	25000000	100.69	85.28	2F/3LDK	4.0	問題なし	9.4	西	良い	整形地	普通	1.0	1				
train_3483	1488	19500000	181.47	96.0	2F/4LDK	4.0	問題なし	9.0	西	普通	整形地	普通	5.0	2	眺望良			
train_3484	1488	21000000	181.47	96.0	2F/4LDK	4.0	問題なし	10.0	西	普通	整形地	普通	5.0	2	眺望良			
train_3485	1489	29800000	166.43	108.89	2F/4LDK	6.2	問題なし	13.01	西	良い	整形地	普通	6.54	2				
train_3486	1490	34000000	150.78	105.99	2F/4LDK	10.0	歩道あり	10.0	南西	良い	整形地	良い	7.6	2				
train_3487	1490	23800000	155.49	0.0	土地売り	6.0	問題なし	9.6	北東	普通	整形地	普通	0.0	0				
train_3488	1490	23800000	151.18	0.0	土地売り	6.0	問題なし	8.7	北東	普通	整形地	普通	0.0	0				
train_3489	1490	32500000	151.13	105.98	2F/4LDK	10.0	歩道あり	9.6	南西	良い	整形地	良い	7.2	2				
train_3490	1491	26800000	165.71	103.09	2F/4LDK	3.2	問題なし	10.2	北	普通	整形地	良い	4.0	3				
train_3491	1492	31800000	100.12	95.64	2F/4LDK	12.0	歩道あり	10.1	西	良い	整形地	良い	2.0	2			アパート南隣	
train_3492	1492	30800000	110.92	98.12	2F/4LDK	12.0	問題なし	2.8	北西	良い	敷地延長	良い	3.0	2				
train_3493	1492	32800000	100.1	92.12	2F/4LDK	12.0	問題なし	11.7	北西	良い	不整形地	良い	3.0	2	角地			
train_3494	1493	28500000	117.97	93.98	2F/4LDK	7.5	問題なし	10.0	東	良い	整形地	良い	3.0	2				
train_3495	1493	30500000	120.01	95.94	2F/4LDK	7.5	問題なし	10.0	東	良い	整形地	良い	3.0	2				
train_3496	1494	27400000	140.01	106.82									0.0	0				
train_3497	1494	28500000	140.0	108.47									0.0	0				
train_3498	1494	24800000	135.24	103.5									0.0	0				
train_3499	1494	28500000	138.17	105.99									0.0	0				
train_3500	1495	43035556	106.88	105.16	2F/4LDK	11.0	歩道あり	6.6	南	良い	整形地	普通	5.85	2	ごみ置き場前	眺望良		
train_3501	1495	41394815	107.32	105.58	2F/4LDK	11.0	歩道あり	6.5	南	良い	整形地	良い	5.79	2	ごみ置き場前	眺望良		
train_3502	1495	43475556	100.87	104.12	2F/4LDK	11.0	歩道あり	9.8	南	良い	整形地	良い	2.85	2	角地	眺望良		
train_3503	1495	37158519	97.09	100.81	2F/4LDK	6.0	問題なし	8.1	西	良い	整形地	普通	3.81	2	眺望良			
train_3504	1496	36000000	209.92	106.81	2F/4LDK	6.0	問題なし	14.0	北	良い	整形地	普通	4.0	3				
train_3505	1497	31800000	154.79	105.57	2F/4LDK	4.0	問題なし	8.6	南	良い	整形地	良い	7.5	2				
train_3506	1497	31500000	146.0	105.57	2F/4LDK	4.0	問題なし	8.5	南	良い	整形地	良い	7.4	2				
train_3507	1498	21900000	282.87	119.0	2F/4LDK	4.0	問題なし	2.5	東	普通	整形地	良い	8.1	3	眺望良			
train_3508	1498	22900000	207.18	113.0	2F/4LDK	4.0	問題なし	15.1	東	普通	整形地	良い	6.9	3	眺望良			
train_3509	1498	22300000	309.17	118.0	2F/4LDK	4.0	問題なし	2.5	東	普通	整形地	良い	8.6	3	眺望良			
train_3510	1499	28200000	149.94	109.3	2F/4LDK	6.0	問題なし	9.8	西	普通	敷地延長	良い	3.0	2	眺望良		街道沿い	
train_3511	1499	33000000	149.93	105.15	2F/4LDK	6.0	問題なし	10.2	西	良い	整形地	良い	3.0	2			嫌悪施設隣接	交通量多い
train_3512	1500	34800000	170.83	108.05	2F/4LDK	6.0	問題なし	9.2	東	良い	整形地	良い	3.1	2				
train_3513	1500	34980000	170.83	108.05	2F/4LDK	6.0	問題なし	8.5	東	良い	整形地	良い	3.2	2				
train_3514	1501	17800000	101.55	92.33	2F/4LDK	4.0	問題なし	9.2	北	良い	不整形地	普通	1.0	1	眺望良			
train_3515	1502	32800000	109.65	106.4	2F/5LDK	5.0	問題なし	6.5	南東	良い	整形地	良い	3.9	2	角地	二方路		
train_3516	1502	27980000	116.57	106.81	2F/5LDK	4.2	問題なし	2.9	北東	良い	整形地	普通	4.5	2				
train_3517	1502	29300000	109.66	106.82	2F/5LDK	4.2	問題なし	12.5	北東	良い	整形地	普通	4.8	2				
train_3518	1502	30480000	110.27	106.82	2F/5LDK	4.2	問題なし	9.0	南東	良い	整形地	良い	3.0	2	角地	二方路		
train_3519	1502	30800000	110.27	106.41	2F/5LDK	4.2	問題なし	10.8	南東	良い	整形地	良い	2.3	2				
train_3520	1502	29300000	109.69	106.82	2F/5LDK	4.2	問題なし	12.5	北東	良い	整形地	普通	4.8	2				
train_3521	1503	20800000	138.68	115.92	2F/4LDK+S	4.0	問題なし	8.1	西	普通	整形地	良い	3.0	2			裏道	
train_3522	1504	28000000	136.91	97.0	2F/4LDK	8.9	問題なし	13.0	南	普通	整形地	普通	5.0	1	交通量多い			
train_3523	1504	26500000	135.1	97.0	2F/4LDK	5.9	問題なし	13.0	北	普通	整形地	普通	5.0	1	交通量多い			
train_3524	1504	27800000	134.0	97.0	2F/4LDK	5.9	問題なし	12.0	北	普通	整形地	普通	5.0	1	交通量多い			
train_3525	1505	29000000	108.58	101.25	2F/4LDK	4.2	問題なし	5.8	南	良い	整形地	良い	6.69	1	行き止まり途中	交通量多い	街道沿い	
train_3526	1505	25800000	108.68	102.86	2F/4LDK	4.2	問題なし	7.4	南	良い	整形地	良い	3.69	1	行き止まり途中	交通量多い	車進入困難	
train_3527	1505	18000000	121.85	0.0	土地売り	4.2	問題なし	2.1	南	良い	整形地	良い	3.5	1	行き止まり	交通量多い	車進入困難	
train_3528	1505	31500000	108.71	102.86	2F/4LDK	4.2	問題なし	8.2	南	良い	整形地	良い	3.46	1	行き止まり途中	交通量多い	車進入困難	
train_3529	1505	25000000	109.76	99.63	2F/4LDK	4.2	問題なし	7.5	南	良い	整形地	良い	5.9	1	行き止まり途中	交通量多い	車進入困難	
train_3530	1505	18000000	134.96	0.0	土地売り	4.2	問題なし	2.1	南	良い	整形地	良い	5.6	1	行き止まり	交通量多い	車進入困難	
train_3531	1506	25000000	132.24	103.0	2F/4LDK	9.0	問題なし	10.5	南	良い	整形地	良い	21.26	2	交通量多い	信号近い		
train_3532	1507	37000000	132.8	109.09	2F/5LDK	4.0	問題なし	9.8	南	良い	整形地	良い	5.0	2				
train_3533	1508	28000000	109.29	95.63	2F/4LDK	6.0	問題なし	8.0	北	良い	整形地	良い	1.8	2				
train_3534	1508	26600000	116.05	91.49	2F/4LDK	6.0	問題なし	2.7	北	良い	敷地延長	普通	1.3	3				
train_3535	1509	20800000	111.84	96.26	2F/4LDK	2.9	問題なし	7.0	南	普通	整形地	良い	7.0	2				
train_3536	1509	21500000	100.08	96.05	2F/4LDK	4.0	問題なし	9.0	東	普通	整形地	良い	3.0	2				
train_3537	1509	22800000	90.84	97.29	2F/4LDK	4.0	問題なし	5.6	南東	普通	整形地	普通	2.0	1				
train_3538	1510	10000000	218.79	0.0		4.8	問題なし	3.0	西	悪い	敷地延長	良い	0.0	0				
train_3539	1510	10000000	200.1	0.0		4.8	問題なし	13.0	西	普通	整形地	良い	0.0	0				
train_3540	1510	10000000	206.47	0.0		4.8	問題なし	21.0	北西	良い	整形地	良い	0.0	0	角地			
train_3541	1511	30500000	108.0	110.12	3F/4LDK	4.0	問題なし	9.2	東	良い	整形地	良い	2.8	2	行き止まり途中			
train_3542	1511	19000000	108.0	0.0	土地売り	4.0	問題なし	4.1	南東	悪い	敷地延長	普通	0.0	0	行き止まり			
train_3543	1511	26100000	108.02	105.98	3F/4LDK	4.0	問題なし	19.1	東＋南	良い	整形地	良い	4.2	2	裏道	角地		
train_3544	1511	27800000	105.0	110.12	3F/4LDK	4.0	問題なし	19.3	東＋南	良い	整形地	良い	4.59	2	ごみ置き場前	宅内高低差あり	角地	
train_3545	1511	25500000	108.0	107.63	3F/4LDK	4.0	問題なし	2.6	東	悪い	敷地延長	悪い	2.77	2	裏道			
train_3546	1511	28300000	108.0	107.63	3F/4LDK	4.0	問題なし	9.5	南	良い	整形地	良い	5.86	2	裏道			
train_3547	1511	24800000	108.0	105.98	3F/4LDK	4.0	問題なし	11.5	東	良い	整形地	普通	2.48	2	裏道			
train_3548	1512	26500000	147.73	95.0	2F/4LDK	22.0	歩道+緑地帯あり	7.0	西	普通	整形地	良い	1.0	2				
train_3549	1512	25800000	147.72	95.0	2F/4LDK	22.0	歩道+緑地帯あり	7.0	西	普通	整形地	良い	1.0	2				
train_3550	1513	20100000	103.07	97.2	2F/3LDK+S	4.0	未舗装	12.0	東＋南	普通	不整形地	悪い	5.4	2	二方路			
train_3551	1513	22500000	100.2	103.07	2F/4LDK	4.0	問題なし	10.0	西＋南	良い	整形地	良い	1.9	2	角地			
train_3552	1514	35000000	155.0	103.91	2F/4LDK	6.0	未舗装	3.0	南西	普通	敷地延長	良い	5.73	2				
train_3553	1514	43900000	155.0	105.16	2F/4LDK	6.0	未舗装	12.37	南西	良い	整形地	良い	5.15	2				
train_3554	1514	34400000	156.0	105.58	2F/4LDK	6.0	未舗装	3.0	南西	普通	敷地延長	良い	2.86	2				
train_3555	1514	35800000	155.0	105.16	2F/4LDK	6.0	未舗装	17.78	南西	良い	整形地	良い	4.8	2				
train_3556	1515	19000000	180.68	103.0	2F/4LDK	4.0	問題なし	2.1	北東	普通	敷地延長	普通	5.42	2	車進入困難			
train_3557	1516	16800000	220.99	102.0	2F/4LDK	5.0	問題なし	10.6	西	良い	整形地	普通	4.22	3	眺望良			
train_3558	1516	15500000	220.98	100.0	2F/4LDK	5.0	問題なし	10.9	西	良い	整形地	普通	4.96	3	眺望良			
train_3559	1516	15800000	220.98	98.0	2F/4LDK	5.0	問題なし	10.8	西	良い	整形地	普通	3.45	3	眺望良			
train_3560	1516	14500000	170.31	97.0	2F/4LDK	5.0	問題なし	6.7	南	良い	整形地	良い	3.0	2	二方路			
train_3561	1516	15000000	170.33	99.0	2F/4LDK	5.0	問題なし	9.8	南	良い	整形地	良い	4.0	3	眺望良			
train_3562	1517	19400000	100.48	101.02	2F/4LDK	4.2	問題なし	11.6	南東	普通	整形地	普通	1.2	1				
train_3563	1518	30400000	161.72	105.16	2F/4LDK	4.0	問題なし	7.9	南	良い	整形地	良い	10.0	2				
train_3564	1518	30100000	154.25	105.99	2F/4LDK	4.0	問題なし	8.0	南	良い	不整形地	良い	8.8	2				
train_3565	1518	28500000	159.02	105.98	2F/4LDK	4.0	問題なし	3.9	南	悪い	整形地	普通	2.8	2				
train_3566	1519	35980000	120.8	107.23	2F/4LDK	12.0	歩道あり	2.0	南	普通	敷地延長	良い	2.4	2				
train_3567	1519	30980000	115.25	104.33	2F/3LDK	12.0	歩道あり	2.0	南	普通	敷地延長	普通	3.7	2				
train_3568	1519	37980000	119.58	103.92	3F/4LDK	12.0	歩道あり	11.1	南	普通	整形地	良い	2.5	2				
train_3569	1520	28500000	142.66	95.0	2F/4LDK	4.0	問題なし	9.0	北東	良い	整形地	普通	3.0	2				
train_3570	1520	28400000	142.04	95.0	2F/4LDK	4.0	問題なし	9.0	北東	良い	整形地	普通	3.0	2				
train_3571	1521	24350000	118.89	91.5	2F/4LDK	4.0	問題なし	8.4	北東	普通	不整形地	普通	2.0	1				
train_3572	1521	29000000	113.51	89.42	2F/4LDK	4.0	問題なし	11.1	北東	普通	整形地	普通	3.0	2				
train_3573	1522	31000000	112.96	101.02	2F/4LDK	6.3	問題なし	8.1	東	良い	整形地	普通	2.0	2				
train_3574	1523	24800000	124.44	109.3	2F/5LDK	5.5	問題なし	17.1	南＋西	普通	整形地	良い	6.0	2	角地		計画道路	交通量多い
train_3575	1523	25500000	127.02	103.5	2F/4LDK	5.5	問題なし	7.7	南	普通	整形地	良い	6.0	2			計画道路	交通量多い
train_3576	1524	28600000	146.79	105.98	2F/4LDK	4.0	問題なし	13.0	東	良い	整形地	普通	4.0	1				
train_3577	1525	16300000	173.04	105.37	2F/4LDK	6.4	未舗装	13.7	北東	良い	整形地	良い	6.3	2				
train_3578	1526	30000000	68.37	117.84	3F/4LDK	4.0	問題なし	6.9	南	普通	整形地	普通	1.36	1				
train_3579	1527	41198519	111.03	104.75	2F/4LDK	4.0	問題なし	20.4	東	良い	整形地	良い	3.2	2	眺望良	角地	二方路	
train_3580	1527	34168889	110.78	101.85	2F/4LDK	4.0	問題なし	8.7	北	普通	整形地	普通	1.3	2	眺望良			
train_3581	1527	40051112	110.92	104.53	2F/4LDK	4.0	問題なし	8.4	南	良い	整形地	良い	4.06	1	眺望良			
train_3582	1527	36217778	110.73	100.19	2F/4LDK	4.0	問題なし	8.7	北	普通	整形地	良い	1.75	2	眺望良			
train_3583	1527	42017038	108.35	104.75	2F/4LDK	4.0	問題なし	18.0	南	良い	整形地	良い	4.71	1	眺望良	角地	二方路	
train_3584	1527	41017408	110.89	102.88	2F/4LDK	4.0	問題なし	9.0	南	良い	整形地	良い	3.59	2	眺望良			
train_3585	1528	24800000	111.82	96.0	2F/4LDK	10.0	問題なし	10.5	西	良い	整形地	良い	5.0	1	交通量多い			
train_3586	1529	20300000	123.19	98.12	2F/4LDK	4.0	問題なし	8.6	南西	良い	整形地	良い	4.0	2				
train_3587	1529	17800000	123.19	96.05	2F/4LDK	4.0	問題なし	8.8	南西	良い	整形地	良い	5.0	2				
train_3588	1530	22000000	196.28	100.0	2F/4LDK	6.0	問題なし	10.29	北	良い	整形地	普通	6.36	3	眺望良			
train_3589	1530	21300000	196.27	99.0	2F/4LDK	6.0	問題なし	10.3	北	良い	整形地	普通	7.25	3	眺望良			
train_3590	1530	20300000	196.29	97.0	2F/4LDK	6.0	問題なし	10.28	北	良い	整形地	普通	7.27	3	眺望良			
train_3591	1531	32000000	97.69	101.32	3F/4LDK	4.0	問題なし	3.4	南西	普通	敷地延長	普通	1.0	1				
train_3592	1531	37900000	100.82	104.74	2F/4LDK	4.0	問題なし	6.0	南西	普通	整形地	普通	4.1	1				
train_3593	1532	26000000	146.52	105.37	2F/4LDK	4.0	問題なし	9.8	西	普通	整形地	普通	5.5	3				
train_3594	1533	44000000	167.45	95.0	2F/4LDK	4.0	問題なし	5.2	東	良い	整形地	良い	10.0	2	行き止まり途中			
train_3595	1533	42800000	177.13	95.0	2F/4LDK	4.0	問題なし	7.2	東	良い	整形地	良い	8.0	2	行き止まり途中			
train_3596	1534	20000000	301.0	109.3	2F/4LDK	5.2	問題なし	11.7	東	良い	整形地	良い	4.0	2				
train_3597	1534	17300000	335.37	108.47	2F/4LDK	17.8	問題なし	12.6	南西	良い	整形地	良い	6.0	2				
train_3598	1534	19800000	313.32	109.3	2F/4LDK	17.8	問題なし	12.4	南西	良い	整形地	良い	6.0	2				
train_3599	1534	19000000	301.0	110.13	2F/4LDK	5.2	問題なし	12.4	西	良い	整形地	良い	5.0	3				
train_3600	1535	28500000	70.09	0.0		4.0	問題なし	7.8	北	普通	整形地	普通	1.0	2	眺望良			
train_3601	1535	29880000	90.6	0.0		4.0	問題なし	2.5	東	普通	敷地延長	普通	1.0	2	眺望良			
train_3602	1535	32800000	70.14	0.0		4.0	問題なし	7.7	南	普通	整形地	普通	1.0	2	眺望良			
train_3603	1535	32800000	70.0	0.0		4.0	問題なし	7.5	南	普通	不整形地	普通	1.0	2	眺望良			
train_3604	1535	28420000	85.11	0.0		4.0	問題なし	2.5	東	普通	敷地延長	普通	1.0	2	眺望良			
train_3605	1535	24000000	70.05	0.0		4.0	問題なし	7.8	南	普通	整形地	普通	1.0	2	眺望良			
train_3606	1535	30800000	70.1	0.0		4.0	問題なし	5.2	南	普通	整形地	普通	1.0	2	眺望良			
train_3607	1535	23330000	69.11	0.0		4.0	問題なし	4.5	北	普通	不整形地	普通	1.0	2	眺望良			
train_3608	1535	30800000	79.59	0.0		4.0	問題なし	3.0	東	普通	敷地延長	普通	1.0	2	眺望良			
train_3609	1535	27000000	80.09	0.0		9.0	問題なし	6.0	北	普通	不整形地	普通	1.0	2	眺望良			
train_3610	1535	29500000	70.1	0.0		4.0	問題なし	7.5	北	普通	整形地	普通	1.0	2	眺望良			
train_3611	1535	30880000	70.1	0.0		4.0	問題なし	7.3	西	普通	不整形地	普通	1.0	2	眺望良			
train_3612	1535	29800000	72.05	0.0		4.0	問題なし	3.5	西	普通	不整形地	普通	1.0	2	眺望良			
train_3613	1535	27800000	70.09	0.0		4.0	問題なし	6.5	東	普通	不整形地	普通	1.0	2	眺望良			
train_3614	1535	32800000	70.09	0.0		4.0	問題なし	2.0	東	普通	不整形地	普通	1.0	2	眺望良			
train_3615	1535	29800000	70.19	0.0		4.0	問題なし	6.0	西	普通	不整形地	普通	1.0	2	眺望良			
train_3616	1535	42800000	78.04	103.91	3F/3LDK+S	9.0	問題なし	3.0	北	普通	不整形地	普通	1.0	2	眺望良			
train_3617	1535	32800000	70.09	0.0		4.0	問題なし	7.7	南	普通	整形地	普通	1.0	2	眺望良			
train_3618	1535	24880000	70.2	0.0		4.0	問題なし	3.0	東	普通	敷地延長	普通	1.0	2	眺望良			
train_3619	1536	38100000	117.42	107.65	2F/5LDK	5.0	問題なし	12.1	南	良い	整形地	良い	3.9	2	二方路	角地		
train_3620	1537	32800000	168.0	106.0	2F/4LDK	6.0	問題なし	8.9	南	普通	整形地	良い	1.18	2	裏道	高圧線下		
train_3621	1537	29500000	169.0	107.0	2F/4LDK	6.0	問題なし	7.3	南	普通	整形地	良い	3.14	2	裏道	高圧線下		
train_3622	1537	33300000	168.0	106.0	2F/4LDK	6.0	問題なし	8.5	南	普通	整形地	良い	1.19	2	裏道	高圧線下		
train_3623	1537	34500000	168.0	103.0	2F/4LDK	6.0	問題なし	6.3	南	普通	整形地	良い	1.0	2	裏道	高圧線下	角地	
train_3624	1538	27800000	165.51	105.99	2F/4LDK	4.0	問題なし	12.1	北東	普通	整形地	良い	6.25	2	角地			
train_3625	1539	19900000	109.72	87.0	2F/3LDK	4.0	問題なし	14.7	南	普通	不整形地	良い	2.0	1	宅内高低差あり			
train_3626	1540	18900000	301.39	125.1	2F/4LDK	6.0	問題なし	9.3	南	良い	整形地	良い	3.0	2				
train_3627	1540	19400000	335.4	125.86	2F/4LDK	6.0	問題なし	10.2	南	良い	整形地	良い	4.0	2				
train_3628	1540	23000000	300.86	143.25	2F/4LDK	12.8	問題なし	17.3	南	良い	整形地	良い	9.78	6				
train_3629	1540	19500000	301.1	122.55	2F/4LDK	12.8	問題なし	15.4	西	普通	整形地	良い	6.95	5				
train_3630	1541	35980000	103.99	106.81	2F/4LDK	4.0	問題なし	9.1	北西	普通	整形地	良い	3.0	1				
train_3631	1541	32000000	110.03	102.67	2F/3LDK	4.0	問題なし	2.7	北西	普通	敷地延長	普通	1.2	2				
train_3632	1541	38000000	116.79	105.99	2F/4LDK	4.0	問題なし	13.1	南東	普通	整形地	普通	3.6	2				
train_3633	1542	27000000	136.83	97.08	2F/4LDK	4.0	問題なし	4.1	北	悪い	敷地延長	普通	3.0	2				
train_3634	1543	23100000	120.47	105.99	2F/4LDK	16.0	歩道+緑地帯あり	11.57	南	良い	整形地	良い	1.925	2	街道沿い	二方路		
train_3635	1543	22000000	120.45	105.99	2F/4LDK	16.0	歩道+緑地帯あり	11.19	南	良い	整形地	良い	3.359	2	街道沿い	二方路		
train_3636	1543	22500000	120.47	105.99	2F/4LDK	16.0	歩道+緑地帯あり	9.03	南	良い	整形地	良い	2.41	2	街道沿い	二方路		
train_3637	1543	25400000	120.47	105.99	2F/4LDK	16.0	歩道+緑地帯あり	10.69	南	良い	整形地	良い	2.21	2	街道沿い	二方路		
train_3638	1543	21500000	120.45	105.99	2F/4LDK	16.0	歩道+緑地帯あり	11.72	南	良い	整形地	良い	2.43	2	街道沿い	角地		
train_3639	1544	30000000	175.33	105.99	2F/4LDK	3.6	問題なし	3.8	南東	普通	不整形地	良い	3.9	3				
train_3640	1545	21300000	117.01	97.71	2F/4LDK	6.2	問題なし	22.2	北西	良い	整形地	良い	2.5	2	二方路			
train_3641	1546	41300000	80.18	108.05	3F/4LDK	6.0	問題なし	8.6	南	良い	整形地	良い	1.0	1				
train_3642	1547	22800000	103.2	99.78	2F/4LDK	4.0	問題なし	8.8	北東	良い	整形地	普通	3.0	2				
train_3643	1548	25300000	105.99	95.84	2F/4LDK	5.0	問題なし	19.2	東＋北	良い	整形地	良い	2.0	2	角地			
train_3644	1549	44000000	140.11	105.8	2F/4LDK+S	4.5	問題なし	5.6720000000000015	北	良い	整形地	良い	3.0	2				
train_3645	1550	29300000	101.48	97.0	2F/4LDK+S	6.3	問題なし	8.0	南西	普通	整形地	普通	5.0	2	信号近い			
train_3646	1550	32000000	101.49	97.0	2F/4LDK	6.3	問題なし	13.0	南西	普通	整形地	普通	5.0	2	信号近い			
train_3647	1551	23700000	132.08	99.36	2F/3LDK	6.9	問題なし	2.7	南	普通	敷地延長	悪い	1.78	2				
train_3648	1551	20800000	120.01	0.0		6.9	問題なし	7.4	南	普通	整形地	良い	0.0	0				
train_3649	1551	26500000	120.52	105.16	2F/3LDK	6.9	問題なし	6.2	南	普通	整形地	良い	5.93	2	ごみ置き場前			
train_3650	1551	29000000	120.03	105.15	2F/4LDK	6.8	問題なし	9.8	南	普通	整形地	良い	3.9	2				
train_3651	1551	29800000	123.17	105.57	2F/4LDK	8.6	歩道あり	10.1	西	普通	整形地	普通	4.0	2				
train_3652	1551	27990000	121.16	105.99	2F/4LDK	6.8	問題なし	9.4	西＋南	普通	整形地	良い	4.4	2	横断歩道前	角地		
train_3653	1551	27800000	130.91	105.16	2F/4LDK	8.6	歩道あり	2.7	西	普通	敷地延長	悪い	3.1	2				
train_3654	1551	24900000	130.48	97.29	2F/3LDK	6.9	問題なし	2.7	南	普通	敷地延長	悪い	1.53	2				
train_3655	1552	23600000	175.49	110.54	2F/4LDK	6.0	問題なし	10.2	北	普通	整形地	普通	6.0	2				
train_3656	1552	29600000	176.55	110.96	2F/4LDK	6.0	問題なし	26.3	北西	良い	整形地	良い	8.0	2				
train_3657	1553	33000000	76.15	89.1	2F/4LDK	4.0	歩道あり	7.6	北	良い	整形地	普通	1.85	1	車進入困難	裏道		
train_3658	1554	30900000	162.03	105.58	2F/4LDK	6.0	問題なし	3.0	南	普通	敷地延長	普通	3.76	2				
